  	11916759
e 	9889793
 e	9676787
 a	6589952
o 	6533765
 t	6429189
a 	5824959
i 	5818881
t 	5697337
 i	5660740
 o	5504728
s 	5263862
 n	5180214
 r	4934989
ee	4862445
n 	4849083
 s	4686542
r 	4669917
et	3747422
ae	3321339
te	3313111
oe	3180747
l 	3162310
ea	2954154
 h	2908698
ei	2843006
ie	2838493
eo	2806572
 l	2779085
to	2756659
d 	2745029
ta	2735755
 d	2685639
ne	2678718
en	2639862
tt	2585622
es	2581088
h 	2567441
at	2544026
u 	2535965
 c	2474333
re	2443748
nt	2410268
er	2383254
ot	2361983
se	2352122
aa	2301103
ti	2286998
c 	2275387
he	2218024
 u	2134826
ao	2130743
ts	2129935
it	2126099
tr	2110448
tn	2064979
ia	2043175
oa	2037241
st	2017411
oo	1994884
eh	1923491
ai	1916322
na	1871026
rt	1854136
io	1851888
oi	1810341
an	1787163
 m	1776589
no	1739883
si	1729737
m 	1728481
el	1727495
in	1725387
as	1696366
ed	1692934
on	1688604
th	1681521
ar	1662900
or	1650458
ii	1648612
so	1615852
sa	1613278
ra	1603401
p 	1602989
g 	1598022
le	1581113
ni	1579231
rn	1576119
os	1574829
ro	1538028
ir	1534415
de	1529142
is	1528934
ri	1525710
nn	1512109
 f	1508012
rs	1483895
ss	1466044
 p	1461030
nr	1458941
sn	1450751
ns	1444072
y 	1419910
 y	1417533
 g	1413887
al	1405631
ht	1353077
 w	1331368
tl	1320301
lt	1319169
f 	1296356
ct	1286347
sr	1264787
ho	1254285
ec	1231167
ha	1221803
lo	1204769
sh	1202834
b 	1193740
 b	1177328
w 	1143769
rr	1137333
oh	1105083
la	1103371
hr	1103325
eu	1092645
ce	1091078
ah	1082839
hn	1080430
id	1068994
nh	1065809
hi	1062261
hs	1061679
il	1053845
ue	1045157
dt	1037699
do	1027286
ad	1024218
ol	1016793
td	1016247
ih	1013112
em	1012281
nl	1010240
da	1010232
tc	990450
ut	985453
li	972786
ln	965381
sl	960734
od	957586
nd	942664
fe	914972
pt	909437
ls	904883
tu	900434
rh	899018
di	895279
dn	878622
. 	868269
ca	865635
me	861596
tm	847303
 v	846285
ac	840803
nc	835412
ye	821315
hl	818014
ds	816743
au	810068
ci	800692
rl	799882
tf	796345
ep	795419
ou	791272
v 	790467
we	790204
 .	781506
cn	781415
oc	772251
dr	771856
iu	771538
rd	769673
ef	765538
tp	764139
lr	760852
ey	740574
sd	738221
co	733447
eg	730747
lh	729894
dh	728067
us	728061
cs	727943
ic	720179
am	715957
gt	713409
ua	711921
hh	709942
pe	706187
nu	705359
uo	705027
mt	704362
un	702137
ge	696412
mn	695112
mo	692653
ew	684838
 ,	684550
wo	665954
be	662651
om	655913
ma	655605
nm	650330
sc	650158
ui	648740
rc	643163
tg	638585
hu	637409
tw	633626
mi	624311
, 	622990
af	621972
ap	619189
su	614435
hd	599491
ft	597172
fi	594518
k 	591711
im	588973
fo	588824
ay	578200
np	575328
ms	574224
ty	572238
eb	570818
go	570400
fa	566840
ll	563086
op	561218
po	559833
if	557970
ve	550564
ur	546759
of	545186
ga	543547
yo	541447
pi	538382
wt	534367
rg	533679
aw	532060
ru	529455
ld	529096
yn	524740
ip	516310
e.	513414
wh	510246
fs	508468
ps	507590
ng	505893
ya	503792
yt	503659
sm	498148
wa	494037
pn	493235
sf	490027
yi	488329
dl	486473
fn	486076
pa	484846
sg	483494
hc	482411
tb	480267
cr	471135
nf	469084
fr	466720
rf	463122
gi	458130
ry	454525
rm	453861
ow	451446
ag	449915
.e	449601
iy	448928
gs	448697
bn	445519
gn	445381
sp	443450
mr	442249
cl	442135
fh	441385
bo	440582
oy	439826
e,	438391
sy	436541
og	433710
nw	433556
ny	430255
lc	429753
wi	429106
hg	426254
mh	424186
rp	422906
lu	421410
yr	421222
cd	420461
iw	419480
gr	415761
dd	413241
ab	409067
ba	409017
lg	408698
 k	408438
ws	405566
hm	404364
sw	402503
bt	395670
,e	392636
ev	388051
wn	387476
ys	387212
ul	380528
nb	377742
hp	375495
dc	373715
ud	372211
uh	369464
du	367892
ek	365360
gh	363418
ig	360141
sb	359226
pr	358087
wr	355476
yl	352544
bs	352108
rw	351734
ch	349621
ob	349476
bi	346554
yh	345757
vn	344351
ml	344270
lf	343339
tv	343254
cc	340768
hy	339266
lp	334510
fl	331639
hf	330244
lm	329814
ib	318640
cy	317317
 '	315270
,i	312885
r.	308536
dp	308185
pc	305787
av	305308
cg	305149
.a	303840
,t	300614
.o	299363
o.	297359
br	296716
rb	292761
cu	291457
s.	289836
pl	288412
gl	287006
ke	286184
o,	283661
nv	283199
,a	280123
va	279351
vo	279197
ph	279146
fc	278502
r,	278283
vi	277122
' 	274882
t.	274704
a.	272443
dm	272156
hw	270185
nk	269980
uu	269242
vt	269185
ko	268478
iv	268264
md	267649
.t	267233
uc	266898
s,	263496
lw	263025
.s	260936
ov	260450
mf	260096
pm	260025
.i	258091
a,	253308
,h	251331
'e	251201
ak	250545
kt	249895
gd	248500
hb	246714
ly	246711
mg	245916
.r	244762
ok	243621
bh	241728
t,	239699
wl	238482
,o	238260
cf	238000
dy	236910
dw	236852
 0	236103
,s	234759
dg	234426
df	234275
i.	234047
ik	233574
gc	233254
n.	231562
tk	230125
uf	229879
hv	228943
lb	226855
um	224674
n,	224559
mu	223824
ka	222549
yu	222142
kh	221685
cm	221154
fd	220606
mc	220116
vs	218601
fu	217503
uy	216708
i,	216441
db	213570
pd	213085
mm	212588
gu	210688
.n	209264
yd	208608
0 	207306
pg	205320
vr	203989
hk	202578
 -	202165
