  	15422650
 e	8717668
e 	8553420
t 	6208440
 t	5733283
a 	5498423
ee	5464960
 i	5373867
n 	5273351
s 	5173314
 o	5154281
 a	5065281
 r	4925708
o 	4835598
 s	4736039
r 	4565957
 h	4446294
i 	4261387
 n	4118816
et	3959856
oe	3623496
te	3487773
 l	3432264
l 	3267516
en	3032460
ae	3023762
ne	3006322
ea	2968074
eo	2923043
ie	2913482
ta	2888511
ei	2856861
tt	2823941
to	2733385
es	2610143
se	2597143
d 	2596696
io	2565718
c 	2545922
 c	2497063
ao	2492799
ti	2422163
aa	2421249
er	2403434
st	2357026
re	2354365
ot	2349948
at	2325789
 d	2314911
u 	2285975
 u	2187772
ia	2168937
rt	2162720
oo	2142610
in	2086753
oi	2086309
it	2053894
oa	2048232
h 	2016910
na	2015134
nt	2014529
as	1919248
ai	1882500
an	1859459
f 	1855577
el	1845657
no	1807668
on	1807591
m 	1801906
ts	1796458
g 	1774933
sa	1768933
tn	1742500
ii	1719519
tr	1702660
ha	1664827
he	1651744
 m	1645929
os	1636660
ni	1634952
rn	1626335
is	1625973
nr	1611344
ed	1608456
nn	1601004
 g	1584002
ra	1578655
si	1561535
ho	1550702
 p	1545872
ar	1537909
or	1530410
eh	1527706
ns	1527017
le	1491701
w 	1484491
ro	1477349
de	1465093
p 	1430830
ih	1430034
dt	1425702
ah	1404458
rs	1403437
sn	1397175
ss	1392644
so	1381614
ht	1369018
ri	1366340
ce	1322023
ir	1312626
tl	1307724
lt	1306345
rr	1291830
th	1287649
, 	1257340
hs	1253468
 w	1239519
ec	1231630
hr	1230364
y 	1224175
 b	1210983
hi	1204624
la	1195799
ue	1188142
al	1186922
oh	1176370
sr	1160502
 y	1144414
eu	1137127
 f	1137108
ln	1125270
cn	1118397
ol	1094761
. 	1072570
hn	1071232
lo	1067530
td	1061479
eg	1050545
sl	1018289
em	1008585
sd	999934
da	990818
li	974376
tu	957733
tc	956269
b 	952243
il	951341
do	945266
nh	943241
di	942367
me	937402
ye	933285
ad	928971
rd	919442
hh	913028
nl	909804
nd	906568
od	904205
ls	903962
sh	901146
au	900843
ep	891673
ut	882712
ou	879867
uo	874952
rl	866830
 .	861139
dn	859037
ma	850806
lr	848319
if	847414
ef	845759
iu	842763
ct	829226
ci	827348
pe	814605
cr	810324
mt	806002
us	804417
tm	802196
ac	800996
tp	792619
ft	788598
nu	786672
oc	777308
ey	775067
af	773348
ua	771554
be	764128
pn	763034
id	762858
ag	761847
of	756301
ds	754040
sc	751801
ge	749791
rh	744116
 ,	743992
dr	731132
ca	728213
wt	726173
tw	722855
ty	712528
nc	703115
co	703074
fe	699759
un	691764
gt	687670
 k	679904
cs	676109
 v	657538
v 	655201
hl	653454
sm	642531
mn	638070
ew	635893
mo	635109
tf	631349
ld	629399
ya	625226
rc	624726
pi	622704
yt	620357
om	615261
ui	608965
ic	608899
og	600536
ga	599933
rm	598544
am	597452
ap	596003
nm	589439
su	589422
mi	589260
ps	587041
pt	584797
tg	583865
wa	573391
op	571853
k 	568737
oy	560329
mr	555399
ru	546814
fa	546007
im	541976
fi	540415
fr	532873
hm	526336
dh	520186
eb	518168
pa	515749
hd	512443
ur	511319
iy	508548
gn	505575
ms	503831
go	502833
lh	500157
ow	498680
fo	496910
hc	495101
ll	494957
hu	494573
ig	493049
we	490658
nf	489183
dl	489138
ip	482118
cd	477762
np	474703
gi	474528
yo	473938
uh	473733
wn	473008
fn	471548
dd	466275
ry	465346
yi	458936
po	453887
sp	450653
sy	450523
pc	447047
.e	447032
ve	446068
ev	442247
aw	441631
pr	438642
bi	438274
pd	437264
ek	435697
iw	434362
bo	432291
tb	431070
ob	429170
bs	427450
fh	426732
sf	426357
bt	423020
ny	422844
lc	420891
rp	420526
ul	419631
rf	415657
gr	415318
e.	411980
wo	411287
ab	407549
hp	404492
fs	403697
sg	402636
gs	395795
lu	392530
cl	386880
sw	385959
ys	383829
ib	383423
hw	381434
ba	377117
cc	376879
nw	375217
ay	370966
dc	370832
wi	370725
hg	369656
yr	366720
e,	365553
ov	354981
yn	354631
wr	354070
a.	354037
du	353814
a,	352706
rw	351538
yl	349659
rg	348178
.t	348158
gh	347271
t.	344311
dm	344281
lg	341045
tv	339488
vt	337802
lf	332029
,e	332027
ws	330755
ly	329283
ud	327029
.s	318413
lp	316013
hy	314361
av	313724
lm	313652
bn	313523
br	311797
md	311518
ng	311513
 '	310978
tk	308902
hf	306435
kt	304487
ke	302351
vo	300558
vn	298250
uf	298173
nb	296564
va	293204
dp	292606
hb	291246
sb	288593
rv	283928
fd	283761
lw	280904
t,	280833
wh	279480
yh	277264
o.	273009
gd	272348
iv	272293
.a	269363
r.	269059
yd	267470
ch	267349
fl	266883
rb	266753
uu	266505
nv	266154
,t	264596
dg	260399
ml	259962
mc	257950
df	257346
s.	255574
r,	255433
gl	255095
i.	253046
cu	249432
mh	248863
.i	247843
ka	246761
fc	243279
o,	241742
bh	238962
,i	236506
i,	236005
 -	235605
 0	235188
s,	235108
yc	233602
dy	231181
ug	230227
dw	229347
cm	228481
ko	226015
vi	224770
vs	223475
pl	223012
wd	222298
uc	221219
.n	220625
lv	218153
'e	217163
ph	214990
' 	214325
- 	214148
cy	214140
mm	213779
cf	210202
.r	209072
db	208289
uy	208097
xe	207471
,a	206429
n.	205932
gu	203527
sk	202805
sv	200998
yu	200924
.o	200559
vh	200006
vr	199690
cg	198031
gc	197176
yp	196622
0 	195812
my	194249
mg	194134
n,	193367
hv	192568
gm	192549
ok	192238
wb	189105
wu	188848
mp	188604
ki	188361
lb	186388
um	185545
,s	184559
ym	184346
ak	182848
mu	181655
,n	181255
mf	180315
vl	179016
.h	177615
wl	176722
,c	175019
fy	173564
,r	172993
uw	170939
1 	169950
kn	169547
ww	168593
,l	168094
fw	167132
c.	162128
pu	161951
bl	161136
kr	160494
yg	160270
wy	159638
,h	157605
 x	157497
c,	157170
e'	157003
.l	156518
l.	156221
wc	156193
pb	156145
nk	155960
bf	154434
rk	153897
up	153715
t'	153461
vd	153327
ks	152064
gf	151543
 1	151503
fu	149930
bd	149915
wm	149146
l,	149099
.y	148746
fm	148457
dk	147863
mw	147432
dv	145629
't	144339
cp	144215
yf	141684
vm	141660
yw	140190
bc	140179
'a	138064
,o	137832
gp	137562
lk	135952
'o	135111
ub	134918
mb	134798
cw	133866
pf	133120
by	132576
a'	131608
kh	131606
wp	131214
cb	131157
 j	129655
u.	128626
gw	127963
x 	126004
py	124464
fp	122061
wf	121549
i'	121335
p.	120912
-e	120890
gg	120042
'r	118770
u,	118492
yb	118176
gy	116341
pm	116260
vg	115662
's	115609
ff	115397
o'	113725
pg	111703
bp	111486
.c	110698
d.	110494
bm	110221
m.	108324
'i	107900
0e	107618
h.	107070
fb	106974
vu	105874
j 	105403
'n	104827
vc	103955
p,	103867
2 	103342
bw	103151
fg	103114
9 	102900
xi	102643
kd	101451
bu	101103
w,	100721
gb	100681
s'	99397
d,	98967
m,	98837
vb	98759
h,	98722
ik	97152
.d	96541
e-	96376
 2	96350
pp	96194
,d	95984
ku	95648
,y	94238
q 	93947
.m	93521
; 	93014
yk	91916
pw	91911
.w	91270
vf	90900
n'	90546
yy	90272
kl	89991
wv	89976
0t	89387
 9	86893
uv	86871
e0	86497
fv	85552
kw	84295
d'	83831
'l	83733
,w	81798
ax	81643
wg	80794
hk	80129
t0	80015
bg	79912
g.	79870
tx	79743
a-	79403
r'	78649
,m	78617
ox	77587
.u	76805
km	76235
-t	76217
-i	76097
kc	75896
hx	75816
f.	75327
,p	74940
a0	74357
bb	74280
g,	74264
cv	74109
bv	73680
.p	73624
f,	73275
ex	72383
,u	71819
b.	71656
vp	71202
mv	70521
yv	70447
 ;	70097
0a	69624
kf	69616
0r	69296
1a	68537
t-	68094
ja	67855
w.	67618
 q	67353
u'	67112
b,	66795
ix	66660
y.	66261
 z	65752
ej	65717
 /	65272
vy	65017
o0	64937
/ 	64832
ky	63127
l'	62916
e1	62583
o-	62499
vw	62182
1e	61389
xs	60743
0o	60693
t1	60571
kp	60523
h'	60099
xn	59689
t9	59580
tj	59048
-a	58435
n0	58391
i0	58103
0i	57575
-n	57461
i1	57169
0n	57103
gv	57067
i-	56845
gk	56702
z 	56691
y,	55981
zn	55683
'd	55204
qi	54496
-s	54293
s-	54098
nx	53917
n-	53785
 5	53538
mk	53412
o1	53294
xt	53045
xa	52827
r0	52711
wk	52431
pv	52130
0s	52088
jt	52063
'c	52033
rz	50805
-d	50397
qe	50325
r-	50176
-r	49894
.f	49671
kg	48980
5 	48927
-o	48908
a1	48194
'v	48143
ck	47542
 4	47390
'u	47376
'm	46628
1t	46580
qt	46385
9e	45286
aj	45190
 3	44978
i9	44893
v.	44718
eq	44464
'h	44387
1n	44176
n1	43980
.g	43825
.k	43588
jo	43198
0d	43069
kb	43005
je	42691
1o	42545
0l	42480
nj	42325
sj	42164
uk	41671
a9	41580
4 	41163
,k	41149
fk	40957
oj	40861
2a	40422
'p	40400
0h	40050
jr	40013
,g	39621
1i	39536
h0	39492
e9	39367
y'	39040
js	38813
v,	38637
.b	38586
s0	38519
3 	38418
9a	37802
ij	37097
r9	37091
1r	36904
;e	36602
9t	36444
h-	36265
c'	36172
hj	36124
,f	36061
m'	36005
s1	35842
a;	35837
,b	35791
0u	35442
9o	35313
r1	35276
o9	35056
tq	35053
jn	34835
f'	34758
vv	34758
-l	34616
t2	34529
n9	34421
1s	33810
rj	33401
w'	33365
1h	33125
 8	32964
-h	32874
0c	32613
e;	32575
e2	32524
.'	32390
'k	31869
l-	31865
h1	31732
xr	31597
'y	31593
ez	31499
aq	31372
9h	31345
9n	31019
ze	30642
za	30560
9i	30367
lj	30340
/e	30320
